section,chno,title,group,logo,url
AM RADIO STREAMS,15700,CKGL 570,RADIO - AM,https://cdn.raddio.net/storage/photos/306920/dk9q5c2cc18560665463489310.png,https://rogers.leanstream.co/rogers/kit570.stream/playlist.m3u8
FM RADIO STREAMS,10883,CJIQ 88.3,RADIO - FM,https://cdn.raddio.net/storage/photos/5799/4ee9ed6089a588b8e54dff81c6fa7469.png,https://conestoga.leanstream.co/conestoga/CJIQFM.stream/playlist.m3u8
,10915,CKBT 91.5,RADIO - FM,https://cdn.raddio.net/storage/photos/52730/85fe41a17e0f51c525fb730ea7ac4600.png,https://corus-hls.leanstream.co/corus/CKBTFM.stream/playlist.m3u8
,10937,CJTW 93.7,RADIO - FM,https://cdn.raddio.net/storage/photos/355780/05a41577632781b8d0009609e4f2c9c9.png,https://ice7.securenetsystems.net/CJTWFM
,10967,CHYM 96.7,RADIO - FM,https://cdn.raddio.net/storage/photos/346904/69e8724df647895290300f39c555b7e5.png,https://rogers.leanstream.co/rogers/kit967.stream/playlist.m3u8
,11053,CFCA 105.3,RADIO - FM,https://cdn.raddio.net/storage/photos/18933/2bd373dd5bac4cd7ae3a57a7895f203e.png,https://18853.live.streamtheworld.com:443/CFCAFM_ADP/HLS/playlist.m3u8
,11067,CIKZ 106.7,RADIO - FM,https://cdn.raddio.net/storage/photos/352231/b0809a47f776bb157345a6752d01f039.jpg,https://rogers.leanstream.co/rogers/kit1067.stream/playlist.m3u8
,11075,CJDV 107.5,RADIO - FM,https://cdn.raddio.net/storage/photos/234935/mn9p5adb361bbca82177320107.png,https://live.leanstream.co/CJDVFM-MP3
